Hour,droughts_tweets,droughts_spike,heatwaves_tweets,heatwaves_spike,floods_tweets,floods_spike
2012-08-07 09,6.0,0.0,15.0,0.0,5.0,0.0
2012-08-07 10,2.0,0.0,13.0,0.0,2.0,0.0
2012-08-07 11,8.0,0.0,38.0,0.0,,
2012-08-07 12,6.0,0.0,88.0,0.0,1.0,0.0
2012-08-07 13,26.0,0.0,56.0,0.0,2.0,0.0
2012-08-07 14,13.0,0.0,48.0,0.0,3.0,0.0
2012-08-07 15,3.0,0.0,87.0,0.0,1.0,0.0
2012-08-07 16,14.0,0.0,45.0,0.0,3.0,0.0
2012-08-07 17,3.0,0.0,26.0,0.0,6.0,0.0
2012-08-07 18,10.0,0.0,19.0,0.0,,
2012-08-07 19,4.0,0.0,15.0,0.0,,
2012-08-07 20,2.0,0.0,14.0,0.0,2.0,0.0
2012-08-07 21,10.0,0.0,17.0,0.0,3.0,0.0
2012-08-07 23,7.0,0.0,15.0,0.0,2.0,0.0
2012-08-08 22,12.0,0.0,16.0,0.0,6.0,0.0
2012-08-08 23,33.0,1.0,9.0,0.0,2.0,0.0
2012-08-09 00,13.0,0.0,4.0,0.0,,
2012-08-09 01,8.0,0.0,2.0,0.0,,
2012-08-09 02,13.0,0.0,3.0,0.0,3.0,0.0
2012-08-09 03,4.0,0.0,7.0,0.0,2.0,0.0
2012-08-09 04,4.0,0.0,1.0,0.0,2.0,0.0
2012-08-09 05,10.0,0.0,1.0,0.0,,
2012-08-09 06,11.0,0.0,2.0,0.0,2.0,0.0
2012-08-09 07,13.0,0.0,4.0,0.0,,
2012-08-09 08,9.0,0.0,3.0,0.0,3.0,0.0
2012-08-09 09,7.0,0.0,1.0,0.0,,
2012-08-09 10,11.0,0.0,,,3.0,0.0
2012-08-09 11,8.0,0.0,2.0,0.0,1.0,0.0
2012-08-09 12,19.0,0.0,7.0,0.0,,
2012-08-09 13,15.0,0.0,11.0,0.0,4.0,0.0
2012-08-09 14,51.0,1.0,8.0,0.0,8.0,0.0
2012-08-09 15,24.0,1.0,9.0,0.0,7.0,0.0
2012-08-09 16,45.0,1.0,13.0,0.0,1.0,0.0
2012-08-09 17,9.0,0.0,6.0,0.0,1.0,0.0
2012-08-09 18,17.0,0.0,5.0,0.0,5.0,0.0
2012-08-09 19,8.0,0.0,14.0,0.0,1.0,0.0
2012-08-09 20,33.0,0.0,2.0,0.0,,
2012-08-09 21,20.0,0.0,8.0,0.0,1.0,0.0
2012-08-09 22,8.0,0.0,4.0,0.0,,
2012-08-09 23,3.0,0.0,,,,
2012-08-10 00,6.0,0.0,14.0,0.0,1.0,0.0
2012-08-10 01,4.0,0.0,6.0,0.0,1.0,0.0
2012-08-10 02,12.0,0.0,11.0,0.0,2.0,0.0
2012-08-10 03,10.0,0.0,3.0,0.0,2.0,0.0
2012-08-10 04,2.0,0.0,,,,
2012-08-10 05,1.0,0.0,4.0,0.0,1.0,0.0
2012-08-10 06,3.0,0.0,2.0,0.0,,
2012-08-10 07,4.0,0.0,1.0,0.0,,
2012-08-10 08,9.0,0.0,1.0,0.0,,
2012-08-10 09,11.0,0.0,1.0,0.0,4.0,0.0
2012-08-10 10,6.0,0.0,3.0,0.0,3.0,0.0
2012-08-10 11,7.0,0.0,,,,
2012-08-10 12,14.0,0.0,5.0,0.0,4.0,0.0
2012-08-10 13,21.0,0.0,8.0,0.0,,
2012-08-10 14,15.0,0.0,4.0,0.0,14.0,1.0
2012-08-10 15,23.0,0.0,10.0,0.0,4.0,0.0
2012-08-10 16,11.0,0.0,9.0,0.0,14.0,1.0
2012-08-10 17,9.0,0.0,3.0,0.0,3.0,0.0
2012-08-10 18,39.0,1.0,42.0,1.0,1.0,0.0
2012-08-10 19,9.0,0.0,17.0,1.0,5.0,0.0
2012-08-10 20,18.0,0.0,4.0,0.0,8.0,0.0
2012-08-10 21,8.0,0.0,14.0,0.0,1.0,0.0
2012-08-10 22,11.0,0.0,3.0,0.0,2.0,0.0
2012-08-10 23,6.0,0.0,3.0,0.0,,
2012-08-11 00,11.0,0.0,1.0,0.0,4.0,0.0
2012-08-11 01,7.0,0.0,1.0,0.0,2.0,0.0
2012-08-11 02,9.0,0.0,1.0,0.0,1.0,0.0
2012-08-11 03,4.0,0.0,1.0,0.0,,
2012-08-11 04,6.0,0.0,7.0,0.0,2.0,0.0
2012-08-11 05,4.0,0.0,,,,
2012-08-11 06,2.0,0.0,15.0,0.0,,
2012-08-11 07,2.0,0.0,1.0,0.0,1.0,0.0
2012-08-11 08,1.0,0.0,,,,
2012-08-11 09,27.0,1.0,2.0,0.0,,
2012-08-11 11,2.0,0.0,1.0,0.0,,
2012-08-11 12,11.0,0.0,2.0,0.0,,
2012-08-11 13,2.0,0.0,3.0,0.0,1.0,0.0
2012-08-11 14,4.0,0.0,5.0,0.0,,
2012-08-11 15,2.0,0.0,2.0,0.0,,
2012-08-11 16,4.0,0.0,,,2.0,0.0
2012-08-11 17,5.0,0.0,1.0,0.0,,
2012-08-11 18,10.0,0.0,5.0,0.0,,
2012-08-11 19,3.0,0.0,3.0,0.0,,
2012-08-11 20,4.0,0.0,2.0,0.0,1.0,0.0
2012-08-11 21,6.0,0.0,2.0,0.0,,
2012-08-11 22,1.0,0.0,,,1.0,0.0
2012-08-11 23,4.0,0.0,2.0,0.0,1.0,0.0
2012-08-12 00,5.0,0.0,2.0,0.0,,
2012-08-12 01,3.0,0.0,1.0,0.0,,
2012-08-12 02,3.0,0.0,,,1.0,0.0
2012-08-12 03,8.0,0.0,2.0,0.0,1.0,0.0
2012-08-12 04,18.0,1.0,2.0,0.0,3.0,0.0
2012-08-12 05,10.0,0.0,2.0,0.0,,
2012-08-12 06,3.0,0.0,1.0,0.0,3.0,0.0
2012-08-12 07,9.0,0.0,1.0,0.0,3.0,0.0
2012-08-12 08,6.0,0.0,1.0,0.0,1.0,0.0
2012-08-12 09,6.0,0.0,,,2.0,0.0
2012-08-12 10,7.0,0.0,,,3.0,0.0
2012-08-12 11,12.0,0.0,2.0,0.0,3.0,0.0
2012-08-12 12,22.0,1.0,1.0,0.0,,
2012-08-12 13,12.0,0.0,2.0,0.0,,
2012-08-12 14,30.0,1.0,3.0,0.0,,
2012-08-12 15,11.0,0.0,,,1.0,0.0
2012-08-12 16,2.0,0.0,2.0,0.0,1.0,0.0
2012-08-12 17,35.0,1.0,5.0,1.0,3.0,0.0
2012-08-12 18,4.0,0.0,,,2.0,0.0
2012-08-12 19,3.0,0.0,,,1.0,0.0
2012-08-12 20,4.0,0.0,3.0,0.0,,
2012-08-12 21,5.0,0.0,2.0,0.0,1.0,0.0
2012-08-12 22,16.0,0.0,2.0,0.0,9.0,1.0
2012-08-12 23,2.0,0.0,,,4.0,1.0
2012-08-13 00,1.0,0.0,3.0,0.0,2.0,0.0
2012-08-13 01,16.0,0.0,3.0,0.0,2.0,0.0
2012-08-13 02,4.0,0.0,3.0,0.0,,
2012-08-13 03,2.0,0.0,,,2.0,0.0
2012-08-13 04,12.0,0.0,1.0,0.0,,
2012-08-13 05,2.0,0.0,1.0,0.0,1.0,0.0
2012-08-13 06,1.0,0.0,1.0,0.0,,
2012-08-13 07,1.0,0.0,,,3.0,0.0
2012-08-13 08,2.0,0.0,1.0,0.0,4.0,0.0
2012-08-13 09,9.0,0.0,,,,
2012-08-13 11,5.0,0.0,5.0,1.0,,
2012-08-13 12,25.0,0.0,3.0,0.0,,
2012-08-13 13,9.0,0.0,3.0,0.0,1.0,0.0
2012-08-13 14,8.0,0.0,7.0,0.0,,
2012-08-13 15,9.0,0.0,8.0,0.0,,
2012-08-13 16,9.0,0.0,16.0,1.0,,
2012-08-13 17,42.0,1.0,4.0,0.0,,
2012-08-13 18,3.0,0.0,9.0,0.0,1.0,0.0
2012-08-13 19,7.0,0.0,12.0,1.0,2.0,0.0
2012-08-13 20,7.0,0.0,1.0,0.0,,
2012-08-13 21,9.0,0.0,15.0,1.0,1.0,0.0
2012-08-13 22,8.0,0.0,5.0,0.0,,
2012-08-13 23,7.0,0.0,7.0,0.0,,
2012-08-14 00,4.0,0.0,5.0,0.0,,
2012-08-14 01,4.0,0.0,3.0,0.0,,
2012-08-14 02,3.0,0.0,2.0,0.0,1.0,0.0
2012-08-14 03,3.0,0.0,3.0,0.0,,
2012-08-14 04,3.0,0.0,1.0,0.0,1.0,0.0
2012-08-14 05,5.0,0.0,,,1.0,0.0
2012-08-14 06,3.0,0.0,,,,
2012-08-14 07,3.0,0.0,,,,
2012-08-14 08,1.0,0.0,,,4.0,0.0
2012-08-14 09,2.0,0.0,1.0,0.0,1.0,0.0
2012-08-14 10,9.0,0.0,,,3.0,0.0
2012-08-14 12,21.0,0.0,1.0,0.0,,
2012-08-14 13,8.0,0.0,2.0,0.0,3.0,0.0
2012-08-14 14,12.0,0.0,,,,
2012-08-14 15,9.0,0.0,22.0,1.0,4.0,0.0
2012-08-14 16,16.0,0.0,,,1.0,0.0
2012-08-14 17,36.0,1.0,7.0,0.0,,
2012-08-14 18,48.0,1.0,1.0,0.0,,
2012-08-14 19,141.0,1.0,1.0,0.0,,
2012-08-14 20,122.0,1.0,2.0,0.0,8.0,1.0
2012-08-14 21,47.0,0.0,3.0,0.0,2.0,0.0
2012-08-14 22,50.0,0.0,1.0,0.0,,
2012-08-14 23,42.0,0.0,4.0,0.0,4.0,0.0
2012-08-15 00,37.0,0.0,2.0,0.0,1.0,0.0
2012-08-15 01,38.0,0.0,1.0,0.0,1.0,0.0
2012-08-15 02,31.0,0.0,5.0,0.0,3.0,0.0
2012-08-15 03,24.0,0.0,1.0,0.0,,
2012-08-15 04,16.0,0.0,1.0,0.0,,
2012-08-15 05,20.0,0.0,2.0,0.0,,
2012-08-15 06,7.0,0.0,,,1.0,0.0
2012-08-15 07,5.0,0.0,,,2.0,0.0
2012-08-15 08,4.0,0.0,,,,
2012-08-15 09,11.0,0.0,4.0,0.0,,
2012-08-15 10,3.0,0.0,,,,
2012-08-15 11,10.0,0.0,4.0,0.0,3.0,0.0
2012-08-15 12,27.0,0.0,,,,
2012-08-15 13,24.0,0.0,,,1.0,0.0
2012-08-15 14,20.0,0.0,17.0,1.0,,
2012-08-15 15,22.0,0.0,28.0,1.0,1.0,0.0
2012-08-15 16,10.0,0.0,73.0,1.0,,
2012-08-15 17,34.0,0.0,24.0,1.0,,
2012-08-15 18,42.0,0.0,23.0,0.0,6.0,1.0
2012-08-15 19,23.0,0.0,15.0,0.0,2.0,0.0
2012-08-15 20,22.0,0.0,12.0,0.0,3.0,0.0
2012-08-15 21,30.0,0.0,9.0,0.0,3.0,0.0
2012-08-15 22,12.0,0.0,6.0,0.0,,
2012-08-15 23,11.0,0.0,6.0,0.0,,
2012-08-16 00,17.0,0.0,3.0,0.0,4.0,0.0
2012-08-16 01,11.0,0.0,1.0,0.0,1.0,0.0
2012-08-16 02,19.0,0.0,4.0,0.0,4.0,0.0
2012-08-16 03,1.0,0.0,,,1.0,0.0
2012-08-16 04,3.0,0.0,1.0,0.0,7.0,1.0
2012-08-16 05,3.0,0.0,3.0,0.0,1.0,0.0
2012-08-16 06,7.0,0.0,2.0,0.0,1.0,0.0
2012-08-16 07,4.0,0.0,2.0,0.0,2.0,0.0
2012-08-16 08,3.0,0.0,,,,
2012-08-16 09,7.0,0.0,2.0,0.0,2.0,0.0
2012-08-16 10,42.0,1.0,1.0,0.0,,
2012-08-16 11,7.0,0.0,1.0,0.0,1.0,0.0
2012-08-16 12,6.0,0.0,2.0,0.0,,
2012-08-16 13,19.0,0.0,7.0,0.0,1.0,0.0
2012-08-16 14,44.0,1.0,2.0,0.0,,
2012-08-16 15,60.0,1.0,10.0,0.0,,
2012-08-16 16,48.0,1.0,8.0,0.0,1.0,0.0
2012-08-16 17,28.0,0.0,6.0,0.0,,
2012-08-16 18,22.0,0.0,1.0,0.0,,
2012-08-16 19,28.0,0.0,5.0,0.0,,
2012-08-16 20,12.0,0.0,8.0,0.0,,
2012-08-16 21,10.0,0.0,2.0,0.0,,
2012-08-16 22,11.0,0.0,3.0,0.0,5.0,0.0
2012-08-16 23,18.0,0.0,2.0,0.0,,
2012-08-17 00,8.0,0.0,2.0,0.0,1.0,0.0
2012-08-17 01,6.0,0.0,4.0,0.0,3.0,0.0
2012-08-17 02,18.0,0.0,2.0,0.0,1.0,0.0
2012-08-17 03,13.0,0.0,2.0,0.0,3.0,0.0
2012-08-17 04,9.0,0.0,4.0,0.0,,
2012-08-17 05,5.0,0.0,,,1.0,0.0
2012-08-17 07,7.0,0.0,3.0,0.0,2.0,0.0
2012-08-17 08,5.0,0.0,1.0,0.0,1.0,0.0
2012-08-17 09,6.0,0.0,,,,
2012-08-17 10,17.0,0.0,1.0,0.0,2.0,0.0
2012-08-17 11,17.0,0.0,4.0,0.0,,
2012-08-17 12,15.0,0.0,8.0,0.0,1.0,0.0
2012-08-17 13,21.0,0.0,4.0,0.0,,
2012-08-17 14,22.0,0.0,2.0,0.0,,
2012-08-17 15,17.0,0.0,2.0,0.0,4.0,0.0
2012-08-17 16,16.0,0.0,1.0,0.0,13.0,1.0
2012-08-17 17,29.0,0.0,2.0,0.0,3.0,0.0
2012-08-17 18,15.0,0.0,192.0,1.0,8.0,1.0
2012-08-17 19,30.0,0.0,6.0,0.0,,
2012-08-17 20,10.0,0.0,2.0,0.0,3.0,0.0
2012-08-17 21,14.0,0.0,1.0,0.0,,
2012-08-17 22,5.0,0.0,,,,
2012-08-17 23,3.0,0.0,4.0,0.0,,
2012-08-18 00,12.0,0.0,2.0,0.0,,
2012-08-18 01,4.0,0.0,,,1.0,0.0
2012-08-18 02,5.0,0.0,,,1.0,0.0
2012-08-18 03,5.0,0.0,,,1.0,0.0
2012-08-18 04,2.0,0.0,,,5.0,0.0
2012-08-18 05,1.0,0.0,2.0,0.0,1.0,0.0
2012-08-18 06,10.0,0.0,2.0,0.0,4.0,0.0
2012-08-18 07,1.0,0.0,,,3.0,0.0
2012-08-18 08,4.0,0.0,,,,
2012-08-18 09,1.0,0.0,1.0,0.0,2.0,0.0
2012-08-18 10,10.0,0.0,,,,
2012-08-18 11,3.0,0.0,1.0,0.0,,
2012-08-18 12,7.0,0.0,1.0,0.0,,
2012-08-18 13,4.0,0.0,1.0,0.0,,
2012-08-18 14,3.0,0.0,2.0,0.0,,
2012-08-18 15,10.0,0.0,2.0,0.0,1.0,0.0
2012-08-18 16,6.0,0.0,,,,
2012-08-18 17,4.0,0.0,1.0,0.0,3.0,0.0
2012-08-18 18,11.0,0.0,2.0,0.0,1.0,0.0
2012-08-18 19,7.0,0.0,1.0,0.0,7.0,0.0
2012-08-18 20,2.0,0.0,,,1.0,0.0
2012-08-18 21,13.0,0.0,2.0,0.0,,
2012-08-18 22,24.0,1.0,3.0,0.0,1.0,0.0
2012-08-18 23,3.0,0.0,,,,
2012-08-19 00,3.0,0.0,2.0,0.0,2.0,0.0
2012-08-19 01,5.0,0.0,1.0,0.0,1.0,0.0
2012-08-19 02,9.0,0.0,1.0,0.0,1.0,0.0
2012-08-19 03,2.0,0.0,1.0,0.0,2.0,0.0
2012-08-19 04,4.0,0.0,1.0,0.0,1.0,0.0
2012-08-19 05,4.0,0.0,,,,
2012-08-19 06,20.0,1.0,,,,
2012-08-19 08,8.0,0.0,,,,
2012-08-19 09,2.0,0.0,1.0,0.0,1.0,0.0
2012-08-19 10,1.0,0.0,,,1.0,0.0
2012-08-19 11,1.0,0.0,,,1.0,0.0
2012-08-19 12,4.0,0.0,,,1.0,0.0
2012-08-19 13,4.0,0.0,,,,
2012-08-19 14,6.0,0.0,3.0,0.0,2.0,0.0
2012-08-19 15,6.0,0.0,4.0,0.0,,
2012-08-19 16,2.0,0.0,8.0,1.0,,
2012-08-19 17,3.0,0.0,1.0,0.0,2.0,0.0
2012-08-19 18,3.0,0.0,1.0,0.0,2.0,0.0
2012-08-19 19,2.0,0.0,2.0,0.0,3.0,0.0
2012-08-19 20,6.0,0.0,,,1.0,0.0
2012-08-19 21,51.0,1.0,2.0,0.0,,
2012-08-19 22,10.0,0.0,3.0,0.0,,
2012-08-19 23,10.0,0.0,,,,
2012-08-20 00,5.0,0.0,,,,
2012-08-20 01,2.0,0.0,,,,
2012-08-20 02,2.0,0.0,2.0,0.0,,
2012-08-20 03,3.0,0.0,1.0,0.0,2.0,0.0
2012-08-20 04,5.0,0.0,,,,
2012-08-20 06,4.0,0.0,1.0,0.0,2.0,0.0
2012-08-20 07,5.0,0.0,,,1.0,0.0
2012-08-20 08,7.0,0.0,2.0,0.0,6.0,1.0
2012-08-20 09,12.0,0.0,,,3.0,0.0
2012-08-20 10,3.0,0.0,3.0,0.0,,
2012-08-20 11,2.0,0.0,2.0,0.0,,
2012-08-20 12,2.0,0.0,,,2.0,0.0
2012-08-20 13,8.0,0.0,1.0,0.0,5.0,1.0
2012-08-20 14,11.0,0.0,,,,
2012-08-20 15,14.0,0.0,1.0,0.0,,
2012-08-20 16,14.0,0.0,8.0,1.0,,
2012-08-20 17,18.0,0.0,31.0,1.0,1.0,0.0
2012-08-20 18,5.0,0.0,1.0,0.0,,
2012-08-20 19,15.0,0.0,3.0,0.0,4.0,0.0
2012-08-20 20,2.0,0.0,1.0,0.0,2.0,0.0
2012-08-20 21,9.0,0.0,,,1.0,0.0
2012-08-20 22,6.0,0.0,,,1.0,0.0
2012-08-20 23,6.0,0.0,,,,
2012-08-21 00,5.0,0.0,1.0,0.0,1.0,0.0
2012-08-21 01,10.0,0.0,1.0,0.0,,
2012-08-21 02,3.0,0.0,,,,
2012-08-21 03,7.0,0.0,,,1.0,0.0
2012-08-21 04,8.0,0.0,,,,
2012-08-21 05,6.0,0.0,,,,
2012-08-21 06,1.0,0.0,,,1.0,0.0
2012-08-21 07,6.0,0.0,1.0,0.0,2.0,0.0
2012-08-21 09,6.0,0.0,1.0,0.0,1.0,0.0
2012-08-21 10,4.0,0.0,,,,
2012-08-21 11,2.0,0.0,1.0,0.0,1.0,0.0
2012-08-21 12,22.0,1.0,,,2.0,0.0
2012-08-21 13,2.0,0.0,1.0,0.0,,
2012-08-21 14,13.0,0.0,,,2.0,0.0
2012-08-21 15,9.0,0.0,3.0,0.0,3.0,0.0
2012-08-21 16,9.0,0.0,,,,
2012-08-21 17,3.0,0.0,,,4.0,0.0
2012-08-21 18,6.0,0.0,4.0,0.0,,
2012-08-21 19,11.0,0.0,2.0,0.0,5.0,1.0
2012-08-21 20,6.0,0.0,,,,
2012-08-21 21,5.0,0.0,3.0,0.0,,
2012-08-21 22,4.0,0.0,1.0,0.0,3.0,0.0
2012-08-21 23,4.0,0.0,,,3.0,0.0
2012-08-22 00,3.0,0.0,1.0,0.0,2.0,0.0
2012-08-22 01,9.0,0.0,1.0,0.0,7.0,1.0
2012-08-22 03,4.0,0.0,,,2.0,0.0
2012-08-22 06,1.0,0.0,1.0,0.0,,
2012-08-22 08,10.0,0.0,,,3.0,0.0
2012-08-22 09,7.0,0.0,,,,
2012-08-22 10,10.0,0.0,,,,
2012-08-22 11,1.0,0.0,,,,
2012-08-22 12,2.0,0.0,2.0,0.0,1.0,0.0
2012-08-22 13,2.0,0.0,1.0,0.0,,
2012-08-22 14,8.0,0.0,2.0,0.0,1.0,0.0
2012-08-22 15,9.0,0.0,,,,
2012-08-22 16,36.0,1.0,7.0,0.0,2.0,0.0
2012-08-22 17,8.0,0.0,1.0,0.0,,
2012-08-22 18,15.0,0.0,,,,
2012-08-22 19,10.0,0.0,4.0,0.0,4.0,0.0
2012-08-22 20,14.0,0.0,4.0,0.0,3.0,0.0
2012-08-22 21,15.0,0.0,2.0,0.0,2.0,0.0
2012-08-22 22,5.0,0.0,3.0,0.0,2.0,0.0
2012-08-22 23,4.0,0.0,1.0,0.0,,
2012-08-23 00,4.0,0.0,,,,
2012-08-23 01,1.0,0.0,,,,
2012-08-23 03,2.0,0.0,1.0,0.0,1.0,0.0
2012-08-23 04,5.0,0.0,,,3.0,0.0
2012-08-23 06,1.0,0.0,,,4.0,0.0
2012-08-23 08,3.0,0.0,4.0,0.0,,
2012-08-23 09,6.0,0.0,2.0,0.0,3.0,0.0
2012-08-23 10,1.0,0.0,1.0,0.0,,
2012-08-23 11,7.0,0.0,2.0,0.0,2.0,0.0
2012-08-23 13,10.0,0.0,,,3.0,0.0
2012-08-23 14,68.0,1.0,,,,
2012-08-23 15,2.0,0.0,,,,
2012-08-23 17,3.0,0.0,,,,
2012-08-23 18,30.0,0.0,,,,
2012-08-23 19,90.0,1.0,,,,
2012-08-23 20,38.0,0.0,3.0,0.0,2.0,0.0
2012-08-23 21,13.0,0.0,,,,
2012-08-23 22,11.0,0.0,2.0,0.0,,
2012-08-23 23,11.0,0.0,,,,
2012-08-24 00,9.0,0.0,1.0,0.0,,
2012-08-24 01,6.0,0.0,,,1.0,0.0
2012-08-24 02,4.0,0.0,1.0,0.0,,
2012-08-24 03,9.0,0.0,,,2.0,0.0
2012-08-24 04,13.0,0.0,9.0,1.0,,
2012-08-24 05,4.0,0.0,,,,
2012-08-24 06,1.0,0.0,,,,
2012-08-24 07,9.0,0.0,,,3.0,0.0
2012-08-24 08,6.0,0.0,,,1.0,0.0
2012-08-24 09,4.0,0.0,1.0,0.0,,
2012-08-24 10,1.0,0.0,1.0,0.0,1.0,0.0
2012-08-24 11,6.0,0.0,6.0,0.0,5.0,0.0
2012-08-24 12,4.0,0.0,,,1.0,0.0
2012-08-24 13,26.0,0.0,2.0,0.0,5.0,0.0
2012-08-24 14,18.0,0.0,4.0,0.0,6.0,1.0
2012-08-24 15,20.0,0.0,15.0,1.0,1.0,0.0
2012-08-24 16,12.0,0.0,1.0,0.0,1.0,0.0
2012-08-24 17,9.0,0.0,,,1.0,0.0
2012-08-24 18,4.0,0.0,2.0,0.0,,
2012-08-24 19,3.0,0.0,,,8.0,1.0
2012-08-24 20,8.0,0.0,1.0,0.0,13.0,1.0
2012-08-24 21,4.0,0.0,2.0,0.0,6.0,0.0
2012-08-24 22,9.0,0.0,6.0,0.0,2.0,0.0
2012-08-24 23,1.0,0.0,,,2.0,0.0
2012-08-25 00,3.0,0.0,1.0,0.0,3.0,0.0
2012-08-25 01,1.0,0.0,1.0,0.0,,
2012-08-25 02,3.0,0.0,,,1.0,0.0
2012-08-25 03,3.0,0.0,,,2.0,0.0
2012-08-25 05,1.0,0.0,,,,
2012-08-25 06,2.0,0.0,,,,
2012-08-25 10,1.0,0.0,,,,
2012-08-25 12,2.0,0.0,,,1.0,0.0
2012-08-25 13,1.0,0.0,1.0,0.0,,
2012-08-25 14,4.0,0.0,2.0,0.0,1.0,0.0
2012-08-25 15,3.0,0.0,,,,
2012-08-25 16,3.0,0.0,11.0,1.0,3.0,0.0
2012-08-25 17,8.0,0.0,,,4.0,0.0
2012-08-25 18,1.0,0.0,,,4.0,0.0
2012-08-25 19,3.0,0.0,1.0,0.0,2.0,0.0
2012-08-25 20,1.0,0.0,1.0,0.0,,
2012-08-25 21,1.0,0.0,,,2.0,0.0
2012-08-25 23,2.0,0.0,,,1.0,0.0
2012-08-26 00,1.0,0.0,1.0,0.0,1.0,0.0
2012-08-26 01,1.0,0.0,,,,
2012-08-26 02,3.0,0.0,,,,
2012-08-26 03,1.0,0.0,,,1.0,0.0
2012-08-26 04,1.0,0.0,,,,
2012-08-26 08,2.0,0.0,3.0,0.0,,
2012-08-26 09,1.0,0.0,1.0,0.0,,
2012-08-26 10,1.0,0.0,,,,
2012-08-26 12,2.0,0.0,,,,
2012-08-26 13,1.0,0.0,1.0,0.0,,
2012-08-26 15,1.0,0.0,,,,
2012-08-26 16,4.0,0.0,1.0,0.0,1.0,0.0
2012-08-26 17,2.0,0.0,7.0,0.0,,
2012-08-26 18,3.0,0.0,1.0,0.0,2.0,0.0
2012-08-26 19,2.0,0.0,1.0,0.0,,
2012-08-26 20,2.0,0.0,,,3.0,0.0
2012-08-26 21,2.0,0.0,,,,
2012-08-26 22,5.0,0.0,,,,
2012-08-27 00,6.0,1.0,,,,
2012-08-27 01,27.0,1.0,3.0,0.0,,
2012-08-27 02,5.0,0.0,,,2.0,0.0
2012-08-27 03,1.0,0.0,,,,
2012-08-27 07,1.0,0.0,,,3.0,0.0
2012-08-27 09,2.0,0.0,,,,
2012-08-27 10,4.0,0.0,,,,
2012-08-27 11,1.0,0.0,1.0,0.0,,
2012-08-27 12,1.0,0.0,1.0,0.0,,
2012-08-27 13,23.0,1.0,1.0,0.0,1.0,0.0
2012-08-27 14,2.0,0.0,3.0,0.0,3.0,0.0
2012-08-27 15,7.0,0.0,30.0,1.0,4.0,0.0
2012-08-27 16,3.0,0.0,4.0,0.0,1.0,0.0
2012-08-27 17,1.0,0.0,4.0,0.0,,
2012-08-27 18,1.0,0.0,3.0,0.0,4.0,0.0
2012-08-27 19,2.0,0.0,2.0,0.0,93.0,1.0
2012-08-27 21,1.0,0.0,2.0,0.0,,
2012-08-27 22,6.0,0.0,,,1.0,0.0
2012-08-27 23,2.0,0.0,,,,
2012-08-28 00,2.0,0.0,12.0,0.0,,
2012-08-28 01,2.0,0.0,,,,
2012-08-28 02,2.0,0.0,1.0,0.0,1.0,0.0
2012-08-28 04,2.0,0.0,,,1.0,0.0
2012-08-28 05,1.0,0.0,,,,
2012-08-28 06,2.0,0.0,,,,
2012-08-28 09,3.0,0.0,,,1.0,0.0
2012-08-28 11,6.0,0.0,1.0,0.0,,
2012-08-28 13,4.0,0.0,1.0,0.0,1.0,0.0
2012-08-28 14,5.0,0.0,2.0,0.0,,
2012-08-28 15,2.0,0.0,1.0,0.0,,
2012-08-28 16,5.0,0.0,2.0,0.0,1.0,0.0
2012-08-28 17,3.0,0.0,4.0,0.0,41.0,0.0
2012-08-28 18,9.0,0.0,2.0,0.0,6.0,0.0
2012-08-28 19,3.0,0.0,1.0,0.0,2.0,0.0
2012-08-28 20,1.0,0.0,,,2.0,0.0
2012-08-28 21,1.0,0.0,1.0,0.0,,
2012-08-28 22,3.0,0.0,,,,
2012-08-29 02,8.0,1.0,1.0,0.0,2.0,0.0
2012-08-29 03,13.0,1.0,4.0,0.0,10.0,0.0
2012-08-29 04,3.0,0.0,,,,
2012-08-29 09,2.0,0.0,2.0,0.0,1.0,0.0
2012-08-29 11,1.0,0.0,1.0,0.0,2.0,0.0
2012-08-29 12,1.0,0.0,1.0,0.0,,
2012-08-29 13,1.0,0.0,,,2.0,0.0
2012-08-29 14,1.0,0.0,,,2.0,0.0
2012-08-29 15,4.0,0.0,6.0,0.0,1.0,0.0
2012-08-29 16,4.0,0.0,1.0,0.0,,
2012-08-29 18,1.0,0.0,,,1.0,0.0
2012-08-29 19,1.0,0.0,,,,
2012-08-29 20,1.0,0.0,4.0,0.0,,
2012-08-29 21,1.0,0.0,,,1.0,0.0
2012-08-29 22,1.0,0.0,,,1.0,0.0
2012-08-29 23,3.0,0.0,2.0,0.0,,
2012-08-30 00,1.0,0.0,,,4.0,0.0
2012-08-30 02,5.0,0.0,1.0,0.0,1.0,0.0
2012-08-30 03,2.0,0.0,,,1.0,0.0
2012-08-30 05,2.0,0.0,,,1.0,0.0
2012-08-30 07,8.0,0.0,,,,
2012-08-30 08,7.0,0.0,,,,
2012-08-30 09,1.0,0.0,,,,
2012-08-30 10,6.0,0.0,,,,
2012-08-30 11,2.0,0.0,,,1.0,0.0
2012-08-30 12,3.0,0.0,,,1.0,0.0
2012-08-30 13,3.0,0.0,1.0,0.0,,
2012-08-30 14,5.0,0.0,1.0,0.0,,
2012-08-30 15,24.0,1.0,7.0,1.0,,
2012-08-30 16,15.0,1.0,2.0,0.0,,
2012-08-30 17,14.0,1.0,6.0,1.0,,
2012-08-30 18,6.0,0.0,2.0,0.0,,
2012-08-30 19,17.0,1.0,,,,
2012-08-30 20,11.0,0.0,3.0,0.0,2.0,0.0
