Hour,droughts_tweets,droughts_spike,heatwaves_tweets,heatwaves_spike,floods_tweets,floods_spike
2009-04-14 15,,,1.0,0.0,,
2009-04-16 16,,,1.0,0.0,,
2009-04-17 02,,,1.0,0.0,,
2009-04-18 05,,,1.0,0.0,,
2009-04-19 17,,,1.0,0.0,,
2009-04-20 18,,,1.0,0.0,,
2009-04-20 22,,,1.0,0.0,,
2009-04-20 23,,,1.0,0.0,,
2009-04-21 10,,,8.0,1.0,,
2009-04-21 11,,,8.0,1.0,,
2009-04-21 12,,,3.0,0.0,,
2009-04-21 13,,,2.0,0.0,,
2009-04-21 14,,,4.0,0.0,,
2009-04-21 17,,,2.0,0.0,,
2009-04-21 18,,,1.0,0.0,,
2009-04-21 19,,,1.0,0.0,,
2009-04-21 21,,,2.0,0.0,,
2009-04-21 23,,,1.0,0.0,,
2009-04-22 09,,,1.0,0.0,,
2009-04-22 12,,,5.0,0.0,,
2009-04-22 14,,,2.0,0.0,,
2009-04-22 18,,,1.0,0.0,,
2009-04-22 19,,,1.0,0.0,,
2009-04-23 22,,,1.0,0.0,,
2009-04-24 01,,,1.0,0.0,,
2009-04-24 09,,,1.0,0.0,,
2009-04-24 13,,,1.0,0.0,,
2009-04-26 17,,,1.0,0.0,,
2009-04-27 03,,,1.0,0.0,,
2009-04-27 13,,,2.0,0.0,,
2009-04-27 23,,,1.0,0.0,1.0,0.0
2009-04-29 04,,,1.0,0.0,,
2009-04-29 10,,,1.0,0.0,,
2009-04-29 13,,,1.0,0.0,,
2009-04-29 17,,,1.0,0.0,,
2009-04-30 12,,,2.0,0.0,,
2009-04-30 13,,,1.0,0.0,,
2009-05-01 00,,,1.0,0.0,,
2009-05-02 13,,,1.0,0.0,,
2009-05-04 07,,,1.0,0.0,,
2009-05-04 20,,,1.0,0.0,,
2009-05-05 17,,,1.0,0.0,,
2009-05-06 01,,,1.0,0.0,,
2009-05-06 20,,,1.0,0.0,,
2009-05-07 01,,,1.0,0.0,,
2009-05-07 09,,,2.0,1.0,,
2009-05-08 02,,,1.0,0.0,,
2009-05-09 11,,,1.0,0.0,,
2009-05-11 12,,,1.0,0.0,,
2009-05-12 02,,,1.0,0.0,,
2009-05-14 06,,,1.0,0.0,,
2009-05-14 14,,,1.0,0.0,,
2009-05-14 17,,,1.0,0.0,,
2009-05-14 22,,,1.0,0.0,,
2009-05-15 03,,,1.0,0.0,,
2009-05-15 11,,,1.0,0.0,,
2009-05-15 17,,,2.0,1.0,,
2009-05-15 18,,,1.0,0.0,,
2009-05-15 20,,,1.0,0.0,,
2009-05-16 15,,,1.0,0.0,,
2009-05-17 14,,,1.0,0.0,,
2009-05-17 23,,,1.0,0.0,,
2009-05-19 05,,,1.0,0.0,,
2009-05-19 15,,,1.0,0.0,,
2009-05-20 13,,,3.0,1.0,,
2009-05-20 14,,,5.0,1.0,,
2009-05-20 15,,,1.0,0.0,,
2009-05-20 16,,,3.0,0.0,,
2009-05-20 17,,,1.0,0.0,,
2009-05-20 19,,,1.0,0.0,,
2009-05-20 21,,,1.0,0.0,,
2009-05-20 22,,,1.0,0.0,,
2009-05-21 02,,,1.0,0.0,,
2009-05-21 06,,,2.0,0.0,,
2009-05-21 22,,,2.0,0.0,,
2009-05-22 01,,,2.0,0.0,,
2009-05-22 05,,,2.0,0.0,,
2009-05-22 10,,,1.0,0.0,,
2009-05-22 13,,,1.0,0.0,,
2009-05-22 20,,,1.0,0.0,,
2009-05-22 23,,,1.0,0.0,,
2009-05-23 08,,,1.0,0.0,,
2009-05-23 15,,,1.0,0.0,,
2009-05-23 17,,,1.0,0.0,,
2009-05-23 22,,,1.0,0.0,,
2009-05-24 01,,,3.0,0.0,,
2009-05-24 14,,,1.0,0.0,,
2009-05-25 15,,,1.0,0.0,1.0,0.0
2009-05-26 10,,,1.0,0.0,,
2009-05-26 22,,,1.0,0.0,,
2009-05-27 20,,,1.0,0.0,,
2009-05-28 07,,,1.0,0.0,1.0,0.0
2009-05-28 12,,,1.0,0.0,,
2009-05-28 13,,,1.0,0.0,1.0,0.0
2009-05-28 14,,,1.0,0.0,,
2009-05-28 17,,,1.0,0.0,,
2009-05-28 22,,,1.0,0.0,,
2009-05-29 13,,,1.0,0.0,,
2009-05-29 21,,,2.0,0.0,,
2009-05-29 22,,,1.0,0.0,,
2009-06-01 13,,,1.0,0.0,3.0,1.0
2009-06-01 14,,,1.0,0.0,7.0,1.0
2009-06-01 18,,,1.0,0.0,1.0,0.0
2009-06-02 09,,,2.0,0.0,,
2009-06-02 13,,,1.0,0.0,,
2009-06-02 15,,,1.0,0.0,,
2009-06-03 01,,,1.0,0.0,,
2009-06-03 11,,,1.0,0.0,,
2009-06-03 16,,,1.0,0.0,,
2009-06-03 23,,,1.0,0.0,,
2009-06-04 03,,,1.0,0.0,,
2009-06-04 14,,,1.0,0.0,,
2009-06-04 18,,,1.0,0.0,,
2009-06-04 22,,,1.0,0.0,,
2009-06-05 00,,,1.0,0.0,,
2009-06-05 01,,,1.0,0.0,,
2009-06-05 02,,,3.0,1.0,,
2009-06-05 21,,,2.0,1.0,,
2009-06-06 18,,,1.0,0.0,,
2009-06-07 14,,,1.0,0.0,,
2009-06-07 17,,,1.0,0.0,,
2009-06-07 18,,,3.0,1.0,,
2009-06-08 01,,,2.0,0.0,,
2009-06-08 05,,,2.0,0.0,1.0,0.0
2009-06-08 12,,,1.0,0.0,,
2009-06-08 13,,,1.0,0.0,,
2009-06-08 15,,,2.0,0.0,1.0,0.0
2009-06-08 17,,,1.0,0.0,,
2009-06-09 13,,,1.0,0.0,,
2009-06-09 21,,,1.0,0.0,,
2009-06-09 23,,,3.0,1.0,,
2009-06-10 01,,,1.0,0.0,,
2009-06-10 04,,,1.0,0.0,,
2009-06-10 07,,,1.0,0.0,,
2009-06-11 06,,,1.0,0.0,,
2009-06-11 11,,,2.0,0.0,,
2009-06-16 10,,,1.0,0.0,4.0,1.0
2009-06-16 11,,,1.0,0.0,3.0,1.0
2009-06-16 19,,,1.0,0.0,1.0,0.0
2009-06-16 20,,,2.0,0.0,2.0,0.0
2009-06-17 12,,,1.0,0.0,,
2009-06-18 12,,,2.0,0.0,,
2009-06-18 19,,,1.0,0.0,1.0,0.0
2009-06-18 20,,,1.0,0.0,,
2009-06-18 21,,,1.0,0.0,,
2009-06-19 03,,,1.0,0.0,,
2009-06-19 11,,,1.0,0.0,,
2009-06-19 14,,,2.0,0.0,,
2009-06-19 15,,,3.0,0.0,,
2009-06-19 20,,,1.0,0.0,1.0,0.0
2009-06-20 11,,,1.0,0.0,,
2009-06-20 22,,,2.0,0.0,1.0,0.0
2009-06-21 15,,,1.0,0.0,,
2009-06-21 21,,,1.0,0.0,,
2009-06-22 19,,,1.0,0.0,,
2009-06-23 14,,,1.0,0.0,,
2009-06-24 10,,,1.0,0.0,,
2009-06-24 14,,,1.0,0.0,2.0,0.0
2009-06-25 00,,,1.0,0.0,,
2009-06-25 02,,,2.0,0.0,,
2009-06-25 04,,,1.0,0.0,,
2009-06-25 14,,,1.0,0.0,1.0,0.0
2009-06-25 23,,,1.0,0.0,,
2009-06-26 01,,,1.0,0.0,,
2009-06-26 13,,,1.0,0.0,,
2009-06-26 14,,,5.0,1.0,1.0,0.0
2009-06-26 16,,,1.0,0.0,,
2009-06-26 17,,,1.0,0.0,,
2009-06-26 18,,,1.0,0.0,,
2009-06-27 08,,,1.0,0.0,,
2009-06-27 11,,,1.0,0.0,,
2009-06-27 12,,,10.0,1.0,,
2009-06-27 13,,,3.0,0.0,,
2009-06-27 16,,,5.0,0.0,,
2009-06-27 18,,,3.0,0.0,1.0,0.0
2009-06-27 19,,,2.0,0.0,,
2009-06-27 20,,,1.0,0.0,,
2009-06-27 21,,,1.0,0.0,,
2009-06-28 02,,,1.0,0.0,,
2009-06-29 09,,,1.0,0.0,,
2009-06-29 10,,,1.0,0.0,,
2009-06-29 11,,,2.0,0.0,,
2009-06-29 15,,,2.0,0.0,,
2009-06-29 16,,,1.0,0.0,,
2009-06-29 19,,,2.0,0.0,,
2009-06-29 21,,,3.0,0.0,2.0,0.0
2009-06-30 07,,,1.0,0.0,,
2009-06-30 15,,,1.0,0.0,,
2009-06-30 23,,,2.0,0.0,,
2009-07-01 00,,,1.0,0.0,,
2009-07-01 12,,,1.0,0.0,,
2009-07-01 19,,,1.0,0.0,,
2009-07-01 20,,,1.0,0.0,,
2009-07-02 11,,,1.0,0.0,,
2009-07-02 12,,,1.0,0.0,1.0,0.0
2009-07-02 18,,,1.0,0.0,,
2009-07-02 23,,,1.0,0.0,,
2009-07-03 04,,,3.0,1.0,,
2009-07-03 05,,,2.0,0.0,,
2009-07-03 07,,,2.0,0.0,,
2009-07-03 11,,,1.0,0.0,,
2009-07-03 12,,,1.0,0.0,,
2009-07-03 20,,,1.0,0.0,,
2009-07-04 06,,,3.0,1.0,,
2009-07-04 23,,,1.0,0.0,,
2009-07-05 19,,,3.0,1.0,,
2009-07-05 20,,,5.0,1.0,,
2009-07-05 21,,,6.0,1.0,,
2009-07-05 22,,,2.0,0.0,,
2009-07-07 00,,,1.0,0.0,,
2009-07-07 08,,,1.0,0.0,1.0,0.0
2009-07-07 11,,,1.0,0.0,,
2009-07-08 18,,,3.0,0.0,,
2009-07-08 19,,,1.0,0.0,,
2009-07-08 20,,,3.0,0.0,,
2009-07-08 21,,,1.0,0.0,,
2009-07-08 22,,,1.0,0.0,,
2009-07-09 09,,,18.0,1.0,,
2009-07-09 11,,,1.0,0.0,,
2009-07-09 12,,,2.0,0.0,,
2009-07-09 15,,,1.0,0.0,2.0,0.0
2009-07-09 16,,,1.0,0.0,1.0,0.0
2009-07-09 21,,,1.0,0.0,,
2009-07-10 15,,,1.0,0.0,,
2009-07-10 21,,,1.0,0.0,,
2009-07-10 23,,,1.0,0.0,,
2009-07-11 03,,,1.0,0.0,,
2009-07-12 07,,,1.0,0.0,,
2009-07-12 09,,,1.0,0.0,,
2009-07-13 15,,,3.0,0.0,,
2009-07-13 22,,,1.0,0.0,,
2009-07-14 19,,,1.0,0.0,,
2009-07-15 00,,,1.0,0.0,,
2009-07-15 01,,,1.0,0.0,,
2009-07-19 00,,,1.0,0.0,,
2009-07-21 19,,,2.0,0.0,,
2009-07-22 00,,,1.0,0.0,,
2009-07-22 01,,,1.0,0.0,1.0,0.0
2009-07-22 02,,,7.0,1.0,,
2009-07-22 03,,,2.0,0.0,,
2009-07-22 04,,,5.0,1.0,,
2009-07-22 06,,,1.0,0.0,,
2009-07-22 11,,,1.0,0.0,,
2009-07-22 13,,,5.0,1.0,,
2009-07-22 16,,,1.0,0.0,,
2009-07-22 17,,,1.0,0.0,,
2009-07-22 18,,,1.0,0.0,,
2009-07-22 19,,,1.0,0.0,,
2009-07-22 21,,,2.0,0.0,,
2009-07-22 23,,,2.0,0.0,,
2009-07-23 02,,,1.0,0.0,1.0,0.0
2009-07-23 03,,,1.0,0.0,,
2009-07-23 05,,,1.0,0.0,,
2009-07-23 20,,,2.0,0.0,,
2009-07-24 05,,,1.0,0.0,,
2009-07-24 20,,,1.0,0.0,,
2009-07-26 00,,,1.0,0.0,,
2009-07-27 05,,,1.0,0.0,,
2009-07-27 16,,,1.0,0.0,,
2009-07-27 17,,,1.0,0.0,,
2009-07-27 18,,,1.0,0.0,3.0,1.0
2009-07-28 00,,,1.0,0.0,,
2009-07-28 01,,,1.0,0.0,,
2009-07-28 08,,,1.0,0.0,,
2009-07-28 15,,,1.0,0.0,,
2009-07-28 19,,,2.0,0.0,,
2009-07-29 00,,,1.0,0.0,,
2009-07-29 01,,,1.0,0.0,,
2009-07-29 02,,,1.0,0.0,,
2009-07-29 03,,,1.0,0.0,,
2009-07-29 17,,,2.0,0.0,,
2009-07-29 19,,,2.0,0.0,1.0,0.0
2009-07-29 23,,,1.0,0.0,,
2009-07-30 01,,,1.0,0.0,,
2009-07-30 05,,,1.0,0.0,,
2009-07-30 09,,,1.0,0.0,,
2009-07-30 15,,,1.0,0.0,,
2009-07-30 16,,,1.0,0.0,,
2009-07-30 18,,,2.0,0.0,,
2009-07-30 19,,,1.0,0.0,,
2009-07-30 20,,,5.0,1.0,,
2009-07-30 21,,,1.0,0.0,,
2009-07-31 00,,,1.0,0.0,,
2009-07-31 01,,,1.0,0.0,,
2009-07-31 05,,,4.0,1.0,,
2009-07-31 07,,,3.0,0.0,,
2009-07-31 11,,,1.0,0.0,,
2009-07-31 18,,,3.0,0.0,,
2009-08-01 05,,,1.0,0.0,,
2009-08-01 21,,,1.0,0.0,,
2009-08-02 20,,,1.0,0.0,,
2009-08-03 09,,,1.0,0.0,,
2009-08-03 11,,,1.0,0.0,,
2009-08-03 12,,,1.0,0.0,,
2009-08-03 19,,,1.0,0.0,,
2009-08-04 06,,,1.0,0.0,1.0,0.0
2009-08-04 07,,,2.0,0.0,3.0,1.0
2009-08-04 09,,,1.0,0.0,,
2009-08-04 22,,,2.0,0.0,,
2009-08-05 09,,,1.0,0.0,,
2009-08-06 18,,,1.0,0.0,,
2009-08-07 14,,,1.0,0.0,,
2009-08-07 15,,,2.0,0.0,,
2009-08-07 20,,,1.0,0.0,,
2009-08-07 21,,,2.0,0.0,,
2009-08-08 01,,,1.0,0.0,,
2009-08-08 15,,,2.0,0.0,,
2009-08-08 18,,,1.0,0.0,,
2009-08-08 23,,,1.0,0.0,,
2009-08-09 00,,,1.0,0.0,,
2009-08-09 03,,,1.0,0.0,,
2009-08-09 04,,,1.0,0.0,,
2009-08-10 01,,,1.0,0.0,,
2009-08-10 02,,,1.0,0.0,,
2009-08-11 01,,,1.0,0.0,,
2009-08-11 02,,,1.0,0.0,,
2009-08-11 03,,,1.0,0.0,,
2009-08-11 08,,,2.0,0.0,,
2009-08-11 14,,,1.0,0.0,1.0,0.0
2009-08-11 16,,,1.0,0.0,,
2009-08-12 07,,,1.0,0.0,,
2009-08-12 09,,,1.0,0.0,,
2009-08-12 16,,,2.0,0.0,,
2009-08-12 17,,,1.0,0.0,,
2009-08-12 20,,,1.0,0.0,,
2009-08-13 06,,,1.0,0.0,,
2009-08-13 12,,,1.0,0.0,1.0,0.0
2009-08-13 16,,,1.0,0.0,,
2009-08-13 21,,,2.0,0.0,,
2009-08-14 00,,,1.0,0.0,1.0,0.0
2009-08-14 02,,,1.0,0.0,,
2009-08-14 15,,,1.0,0.0,2.0,0.0
2009-08-14 16,,,3.0,1.0,1.0,0.0
2009-08-14 17,,,1.0,0.0,,
2009-08-14 20,,,1.0,0.0,,
2009-08-14 21,,,1.0,0.0,,
2009-08-15 02,,,2.0,0.0,,
2009-08-16 03,,,6.0,1.0,,
2009-08-16 04,,,5.0,1.0,,
2009-08-16 10,,,1.0,0.0,,
2009-08-16 12,,,1.0,0.0,,
2009-08-16 13,,,2.0,0.0,,
2009-08-16 18,,,1.0,0.0,,
2009-08-16 19,,,2.0,0.0,,
2009-08-16 20,,,1.0,0.0,,
2009-08-17 11,,,1.0,0.0,,
2009-08-17 15,,,1.0,0.0,,
2009-08-17 16,,,1.0,0.0,1.0,0.0
2009-08-17 19,,,3.0,0.0,1.0,0.0
2009-08-18 03,,,1.0,0.0,,
2009-08-19 01,,,1.0,0.0,,
2009-08-19 17,,,1.0,0.0,,
2009-08-19 21,,,1.0,0.0,,
2009-08-19 23,,,1.0,0.0,,
2009-08-20 09,,,1.0,0.0,,
2009-08-20 10,,,2.0,0.0,,
2009-08-20 11,,,4.0,0.0,,
2009-08-20 18,,,1.0,0.0,,
2009-08-20 22,,,2.0,0.0,,
2009-08-21 03,,,1.0,0.0,,
2009-08-21 21,,,1.0,0.0,,
2009-08-23 01,,,1.0,0.0,,
2009-08-23 02,,,2.0,0.0,,
2009-08-23 18,,,1.0,0.0,,
2009-08-24 03,,,1.0,0.0,,
2009-08-24 05,,,1.0,0.0,,
2009-08-24 10,,,1.0,0.0,,
2009-08-24 18,,,1.0,0.0,2.0,0.0
2009-08-25 00,,,2.0,0.0,1.0,0.0
2009-08-25 02,,,1.0,0.0,2.0,0.0
2009-08-25 05,,,1.0,0.0,2.0,0.0
2009-08-25 09,,,1.0,0.0,,
2009-08-25 13,,,1.0,0.0,,
2009-08-25 14,,,1.0,0.0,,
2009-08-25 17,,,2.0,0.0,1.0,0.0
2009-08-25 18,,,2.0,0.0,2.0,0.0
2009-08-25 23,,,1.0,0.0,1.0,0.0
2009-08-26 03,,,1.0,0.0,1.0,0.0
2009-08-26 04,,,1.0,0.0,,
2009-08-26 09,,,1.0,0.0,4.0,0.0
2009-08-26 13,,,1.0,0.0,1.0,0.0
2009-08-26 14,,,2.0,0.0,,
2009-08-26 15,,,1.0,0.0,,
2009-08-26 16,,,1.0,0.0,,
2009-08-26 22,,,1.0,0.0,2.0,0.0
2009-08-26 23,,,1.0,0.0,1.0,0.0
2009-08-27 01,,,3.0,0.0,1.0,0.0
2009-08-27 03,,,1.0,0.0,,
2009-08-27 05,,,1.0,0.0,,
2009-08-27 11,,,2.0,0.0,,
2009-08-27 14,,,1.0,0.0,,
2009-08-27 15,,,1.0,0.0,,
2009-08-27 16,,,2.0,0.0,,
2009-08-27 23,,,2.0,0.0,,
2009-08-28 00,,,1.0,0.0,,
2009-08-28 01,,,4.0,1.0,,
2009-08-28 02,,,2.0,0.0,,
2009-08-28 06,,,1.0,0.0,,
2009-08-28 12,,,1.0,0.0,,
2009-08-29 01,,,1.0,0.0,,
2009-08-29 12,,,1.0,0.0,,
2009-08-29 17,,,1.0,0.0,,
2009-08-29 19,,,1.0,0.0,,
2009-08-29 21,,,1.0,0.0,,
2009-08-30 16,,,1.0,0.0,,
2009-08-31 20,,,1.0,0.0,,
2009-09-01 00,,,2.0,0.0,,
2009-09-01 08,,,1.0,0.0,,
2009-09-01 20,,,1.0,0.0,,
2009-09-02 15,,,1.0,0.0,,
2009-09-02 16,,,1.0,0.0,,
2009-09-02 17,,,3.0,1.0,2.0,0.0
2009-09-02 19,,,1.0,0.0,,
2009-09-03 00,,,3.0,1.0,,
2009-09-03 02,,,5.0,1.0,,
2009-09-03 04,,,1.0,0.0,,
2009-09-03 15,,,1.0,0.0,,
2009-09-04 12,,,1.0,0.0,,
2009-09-04 17,,,3.0,0.0,,
2009-09-07 16,,,2.0,0.0,1.0,0.0
2009-09-07 20,,,1.0,0.0,,
2009-09-08 15,,,1.0,0.0,,
2009-09-09 12,,,1.0,0.0,1.0,0.0
2009-09-09 18,,,1.0,0.0,,
2009-09-09 19,,,1.0,0.0,,
2009-09-09 20,,,1.0,0.0,,
2009-09-10 09,,,1.0,0.0,,
2009-09-10 20,,,2.0,0.0,,
2009-09-10 21,,,4.0,1.0,,
2009-09-10 22,,,4.0,1.0,,
2009-09-10 23,,,3.0,0.0,,
2009-09-11 15,,,1.0,0.0,3.0,1.0
2009-09-13 00,,,1.0,0.0,,
2009-09-14 22,,,1.0,0.0,,
2009-09-16 20,,,1.0,0.0,1.0,0.0
2009-09-17 04,,,2.0,0.0,,
2009-09-17 12,,,1.0,0.0,,
2009-09-17 19,,,1.0,0.0,,
2009-09-17 20,,,1.0,0.0,,
2009-09-18 14,,,1.0,0.0,,
2009-09-18 18,,,1.0,0.0,,
2009-09-18 20,,,3.0,0.0,,
2009-09-19 21,,,2.0,0.0,,
2009-09-20 08,,,1.0,0.0,,
2009-09-20 11,,,2.0,0.0,,
2009-09-20 16,,,2.0,0.0,,
2009-09-20 19,,,2.0,0.0,,
2009-09-21 07,,,1.0,0.0,,
2009-09-21 12,,,1.0,0.0,,
2009-09-21 15,,,8.0,1.0,,
2009-09-21 21,,,1.0,0.0,1.0,0.0
2009-09-21 22,,,1.0,0.0,,
2009-09-21 23,,,1.0,0.0,,
2009-09-22 01,,,2.0,0.0,1.0,0.0
2009-09-22 02,,,1.0,0.0,,
2009-09-22 08,,,1.0,0.0,,
2009-09-22 12,,,1.0,0.0,2.0,1.0
2009-09-23 21,,,1.0,0.0,,
2009-09-24 00,,,1.0,0.0,1.0,0.0
2009-09-24 11,,,1.0,0.0,,
2009-09-24 13,,,1.0,0.0,1.0,0.0
2009-09-25 21,,,1.0,0.0,,
2009-09-26 06,,,2.0,0.0,,
2009-09-26 17,,,1.0,0.0,,
2009-09-26 18,,,1.0,0.0,,
2009-09-26 20,,,2.0,0.0,,
2009-09-26 21,,,1.0,0.0,,
2009-09-26 23,,,2.0,0.0,,
2009-09-27 16,,,1.0,0.0,3.0,1.0
2009-09-28 00,,,1.0,0.0,,
2009-09-28 01,,,1.0,0.0,1.0,0.0
2009-09-28 02,,,1.0,0.0,2.0,0.0
2009-09-28 12,,,2.0,0.0,,
2009-09-28 13,,,3.0,1.0,2.0,0.0
2009-09-28 14,,,2.0,0.0,1.0,0.0
2009-09-28 19,,,2.0,0.0,,
2009-09-28 21,,,1.0,0.0,1.0,0.0
2009-09-29 04,,,4.0,1.0,3.0,0.0
2009-09-29 19,,,1.0,0.0,,
2009-09-29 20,,,1.0,0.0,,
2009-09-30 02,,,1.0,0.0,1.0,0.0
2009-09-30 08,,,6.0,1.0,1.0,0.0
2009-09-30 09,,,8.0,1.0,1.0,0.0
2009-09-30 10,,,2.0,0.0,,
2009-09-30 11,,,1.0,0.0,2.0,0.0
2009-09-30 14,,,1.0,0.0,,
2009-09-30 15,,,1.0,0.0,,
2009-10-01 05,,,1.0,0.0,,
2009-10-01 17,,,3.0,0.0,3.0,0.0
2009-10-01 21,,,1.0,0.0,,
2009-10-02 04,,,1.0,0.0,,
2009-10-04 02,,,1.0,0.0,,
2009-10-04 06,,,1.0,0.0,1.0,0.0
2009-10-04 15,,,2.0,0.0,,
2009-10-06 00,,,1.0,0.0,,
2009-10-06 16,,,1.0,0.0,1.0,0.0
2009-10-06 17,,,1.0,0.0,,
2009-10-08 17,,,2.0,0.0,2.0,0.0
2009-10-08 20,,,1.0,0.0,,
2009-10-08 23,,,1.0,0.0,1.0,0.0
2009-10-09 06,,,2.0,0.0,,
2009-10-09 07,,,1.0,0.0,1.0,0.0
2009-10-09 18,,,1.0,0.0,,
2009-10-09 22,,,1.0,0.0,1.0,0.0
2009-10-10 07,,,1.0,0.0,,
2009-10-10 15,,,1.0,0.0,,
2009-10-11 02,,,1.0,0.0,,
2009-10-11 03,,,4.0,1.0,,
2009-10-11 06,,,1.0,0.0,13.0,1.0
2009-10-11 18,,,2.0,0.0,2.0,0.0
2009-10-12 06,,,1.0,0.0,2.0,0.0
2009-10-12 10,,,1.0,0.0,,
2009-10-12 14,,,1.0,0.0,1.0,0.0
2009-10-12 16,,,2.0,0.0,4.0,0.0
2009-10-12 18,,,1.0,0.0,1.0,0.0
2009-10-12 22,,,1.0,0.0,1.0,0.0
2009-10-12 23,,,1.0,0.0,1.0,0.0
2009-10-13 09,,,1.0,0.0,,
2009-10-15 02,,,1.0,0.0,,
2009-10-15 04,,,2.0,0.0,,
2009-10-15 05,,,1.0,0.0,,
2009-10-15 10,,,1.0,0.0,2.0,0.0
2009-10-15 14,,,1.0,0.0,,
2009-10-15 17,,,1.0,0.0,1.0,0.0
2009-10-15 19,,,1.0,0.0,,
2009-10-15 22,,,1.0,0.0,,
2009-10-16 01,,,2.0,0.0,,
2009-10-16 06,,,2.0,0.0,,
2009-10-16 07,,,1.0,0.0,,
2009-10-16 14,,,3.0,1.0,3.0,0.0
2009-10-16 16,,,1.0,0.0,,
2009-10-16 22,,,1.0,0.0,,
2009-10-17 05,,,1.0,0.0,,
2009-10-17 14,,,1.0,0.0,,
2009-10-17 23,,,3.0,0.0,,
2009-10-18 04,,,3.0,0.0,,
2009-10-18 22,,,1.0,0.0,3.0,1.0
2009-10-19 04,,,1.0,0.0,2.0,0.0
2009-10-19 06,,,1.0,0.0,4.0,0.0
2009-10-19 09,,,1.0,0.0,2.0,0.0
2009-10-19 10,,,1.0,0.0,,
2009-10-19 14,,,1.0,0.0,,
2009-10-19 20,,,1.0,0.0,,
2009-10-20 03,,,1.0,0.0,1.0,0.0
2009-10-20 14,,,1.0,0.0,1.0,0.0
2009-10-21 14,,,1.0,0.0,,
2009-10-21 15,,,1.0,0.0,1.0,0.0
2009-10-21 19,,,1.0,0.0,,
2009-10-21 20,,,1.0,0.0,,
2009-10-21 23,,,1.0,0.0,,
2009-10-22 20,,,1.0,0.0,,
2009-10-22 21,,,2.0,0.0,,
2009-10-23 17,,,1.0,0.0,,
2009-10-24 00,,,1.0,0.0,,
2009-10-24 15,,,1.0,0.0,,
2009-10-24 22,,,1.0,0.0,,
2009-10-25 08,,,2.0,0.0,,
2009-10-25 11,,,1.0,0.0,,
2009-10-25 12,,,1.0,0.0,,
2009-10-26 09,,,1.0,0.0,,
2009-10-26 15,,,2.0,0.0,1.0,0.0
2009-10-26 16,,,1.0,0.0,,
2009-10-26 22,,,1.0,0.0,,
2009-10-28 15,,,1.0,0.0,,
2009-10-28 19,,,3.0,1.0,,
2009-10-29 09,,,1.0,0.0,2.0,0.0
2009-10-29 10,,,4.0,1.0,,
2009-10-29 13,,,1.0,0.0,,
2009-10-29 16,,,1.0,0.0,1.0,0.0
2009-10-29 17,,,2.0,0.0,,
2009-10-29 20,,,1.0,0.0,,
2009-10-30 00,,,1.0,0.0,,
2009-10-30 14,,,2.0,0.0,,
2009-10-30 17,,,1.0,0.0,,
2009-10-30 21,,,1.0,0.0,,
2009-10-30 22,,,1.0,0.0,,
2009-10-31 13,,,1.0,0.0,,
2009-10-31 14,,,1.0,0.0,,
2009-10-31 17,,,2.0,0.0,,
2009-10-31 23,,,1.0,0.0,,
2009-11-01 02,,,1.0,0.0,1.0,0.0
2009-11-01 09,,,1.0,0.0,,
2009-11-01 10,,,1.0,0.0,,
2009-11-01 14,,,1.0,0.0,,
2009-11-01 18,,,1.0,0.0,,
2009-11-01 23,,,1.0,0.0,,
2009-11-02 10,,,1.0,0.0,1.0,0.0
2009-11-02 12,,,1.0,0.0,,
2009-11-02 15,,,1.0,0.0,,
2009-11-02 18,,,3.0,1.0,,
2009-11-02 21,,,1.0,0.0,,
2009-11-03 00,,,1.0,0.0,1.0,0.0
2009-11-03 21,,,1.0,0.0,,
2009-11-04 01,,,1.0,0.0,,
2009-11-04 02,,,1.0,0.0,,
2009-11-04 07,,,1.0,0.0,,
2009-11-05 01,,,1.0,0.0,,
2009-11-05 03,,,1.0,0.0,,
2009-11-05 08,,,1.0,0.0,,
2009-11-05 09,,,1.0,0.0,1.0,0.0
2009-11-05 17,,,1.0,0.0,,
2009-11-05 20,,,1.0,0.0,,
2009-11-05 21,,,1.0,0.0,,
2009-11-05 22,,,1.0,0.0,,
2009-11-06 14,,,1.0,0.0,,
2009-11-07 05,,,1.0,0.0,,
2009-11-07 17,,,1.0,0.0,1.0,0.0
2009-11-07 18,,,2.0,1.0,,
2009-11-07 19,,,1.0,0.0,,
2009-11-08 00,,,1.0,0.0,,
2009-11-08 03,,,1.0,0.0,,
2009-11-09 19,,,3.0,1.0,,
2009-11-10 04,,,1.0,0.0,,
2009-11-10 09,,,2.0,1.0,1.0,0.0
2009-11-10 10,,,3.0,1.0,,
2009-11-10 14,,,2.0,0.0,,
2009-11-10 16,,,1.0,0.0,,
2009-11-11 13,,,1.0,0.0,,
2009-11-11 19,,,1.0,0.0,,
2009-11-11 20,,,1.0,0.0,,
2009-11-12 02,,,1.0,0.0,,
2009-11-12 07,,,1.0,0.0,,
2009-11-12 08,,,1.0,0.0,1.0,0.0
2009-11-13 20,,,1.0,0.0,,
2009-11-14 06,,,1.0,0.0,,
2009-11-14 17,,,1.0,0.0,,
2009-11-15 10,,,1.0,0.0,,
2009-11-16 02,,,1.0,0.0,,
2009-11-17 17,,,3.0,1.0,2.0,0.0
2009-11-17 19,,,1.0,0.0,,
2009-11-18 03,,,1.0,0.0,,
2009-11-18 06,,,5.0,1.0,,
2009-11-18 07,,,1.0,0.0,,
